query_index,facts_file,case_count,additional_cases_not_used,triples_after_cleanup,rdfstar_reification_blocks_removed,explicit_task_evidence,Reference,informative__Reference,Publication Year,informative__Publication Year,Task,informative__Task,Case study,informative__Case study,Case study type,informative__Case study type,Input for the model,informative__Input for the model,Number of input variables,informative__Number of input variables,Input type,informative__Input type,Data Pre-processing,informative__Data Pre-processing,Model Approach,informative__Model Approach,Model Type,informative__Model Type,Models,informative__Models,Online/Off-line,informative__Online/Off-line,Number of failure modes,informative__Number of failure modes,Performance indicator,informative__Performance indicator,Performance,informative__Performance,Complementary notes,informative__Complementary notes,Study title,informative__Study title,Publication identifier,informative__Publication identifier
141,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_184d608e1f84.ttl,1,0,195,179,True,1,True,2021,False,Health assessment,True,FPGA,True,Maintainable item,False,Not reported,False,2,True,"gearbox bearing temperatures, GELU",True,no,False,Multi model,True,"Data variable, Fault detection, Performance indicator, Descriptive Information Content Entity, Predictive maintenance system module, Model type, Algorithm",True,"Factsarticle1_53, GELU, virtual sensing",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Not reported,False,Untitled extracted case,False,urn:ontocast:facts:unknown,False
142,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1850d37fbad4.ttl,1,0,243,226,True,1,True,2021,False,Remaining useful life estimation,True,battery,True,Maintainable item,False,Not reported,False,6,True,"charge/discharge rates, current, impedance metrics, temperature profiles, timestamped operating metrics, voltage",True,yes,True,Single model,True,Predictive maintenance case,True,Factscase4,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: repeated transformer blocks, online data transmission, min-max normalization, real-time or event-driven communication, cascaded hierarchy",True,Factsdoc1_59,False,urn:ontocast:facts:Factsdoc1_59,False
143,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_18cf238441be.ttl,1,0,115,100,True,1,True,2021,False,Fault detection,True,tool wear,True,Maintainable item,False,Not reported,False,1,True,tool wear,True,yes,True,Single model,True,"Predictive Maintenance Article, predictive maintenance module function, Fault detection, regression, Predictive maintenance case, classification",True,tool wear detection,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: Factsdepth_of_cut_1mm, Factsfeedrate_60, 520 rpm",True,tool wear detection,True,urn:ontocast:facts:Factsfact9_33,False
144,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1996f16e00b3.ttl,1,0,196,179,True,1,True,2026,True,Health assessment,True,rotor system,True,Maintainable item,False,Not reported,False,3,True,"blade-root bending-moment measurements, R2, wind-speed profile",True,yes,True,Single model,True,"Predictive maintenance system module, Fault detection, deviation detection, Predictive maintenance case, predictive maintenance module function, Fault feature extraction, classification, regression",True,machine-learning model,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Keywords: random forest regressor; Design details: aerodynamic degradation, blade pitch misalignment, R2",True,From Blade Loads to Rotor Health: An Inverse Modelling Approach for Wind Turbine Monitoring,True,urn:ontocast:facts:Factsarticle1_67,False
145,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1aa5b3e6f988.ttl,1,0,144,128,True,1,True,2021,False,Remaining useful life estimation,True,Fault_detection,True,Maintainable item,False,Not reported,False,1,True,Factsvar1_9,False,yes,True,Single model,True,"Predictive maintenance system module, Health assessment, Designative Information Content Entity, Fault detection, Predictive maintenance case, classification, Maintainable item",True,Fault_detection,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: Factsdetail1_15,True,Factsarticle1_92,False,urn:ontocast:facts:Factsarticle1_92,False
146,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1afce5a917c7.ttl,1,0,242,226,True,1,True,2021,False,Fault detection,True,HI,True,Maintainable item,False,Not reported,False,0,False,Not reported,False,no,False,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Not reported,False,Semi-supervised and unsupervised learning for health indicator extraction from guided waves in aerospace composite structures,True,urn:ontocast:facts:Factsarticle_1_2,False
147,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1b8e16eda666.ttl,1,0,160,145,True,1,True,2026,True,Fault detection,True,Factsitem1_33,False,Maintainable item,False,Not reported,False,2,True,"feature weight assignment, missing values",True,yes,True,Single model,True,"Fault detection, Predictive maintenance system module, predictive maintenance module function, Predictive Maintenance Article, Remaining useful life estimation, Health modelling, regression, sequential pattern discovery, Health assessment, Predictive maintenance case, association discovery, clustering, classification, deviation detection",True,paper,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: Factsdd2, maintenance action(s)",True,paper,True,urn:ontocast:facts:Factsfn4_1,False
148,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1be481d41400.ttl,2,1,182,165,True,1,True,2021,False,Health assessment,True,Autonomous Mobile Robots,True,Maintainable item,False,Not reported,False,1,True,Factskw4_1,False,no,False,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Not reported,False,Factsarticle1_18,False,urn:ontocast:facts:Factsarticle1_18,False
149,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1c251ba771a0.ttl,1,0,177,162,True,1,True,2026,True,Fault detection,True,cutting tool with thin-film thermocouple,True,Maintainable item,False,Not reported,False,1,True,Factsvar5_9,False,yes,True,Multi model,True,"Predictive maintenance case, Predictive maintenance system module",True,"DG-GA-LSTM, multi-sensor fusion model",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: hybrid optimization mechanism,True,REAL TIME DIAGNOSIS AND PREDICTION OF TOOL WEAR IN MECHANICAL MACHINING BASED ON DEEP LEARNING,True,urn:ontocast:facts:Factsarticle1_156,False
150,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1d38dce714eb.ttl,1,0,176,160,True,1,True,2025,True,Fault detection,True,Factsitem1_19,False,Maintainable item,False,Not reported,False,3,True,"equipment vibration, monitoring data, monitoring data such as vibration and temperature",True,yes,True,Single model,True,Predictive maintenance system module,True,online equipment monitoring system,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Keywords: feature extraction; Design details: Factsdetail3_7, FactslimitedComputationalPower_1",True,Factsarticle1_94,False,urn:ontocast:facts:Factsarticle1_94,False
151,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1d50f4186005.ttl,1,0,225,207,True,1,True,2021,False,Health assessment,True,Factsequipment_1,False,Maintainable item,False,Not reported,False,3,True,"temperature, pressure, vibration",True,yes,True,Single model,True,"Predictive maintenance case, Predictive maintenance system module, Information Processing Artifact, Algorithm, Model configuration, SoftwareApplication, NamedIndividual",True,CNN,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: Factsdetail9,True,Factsdoc1_4,False,urn:ontocast:facts:Factsdoc1_4,False
152,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1de7d146cbcc.ttl,1,0,245,228,False,1,True,2026,True,One step future state forecast,False,FactsLvPvCableSample,False,Maintainable item,False,Not reported,False,0,False,Not reported,False,no,False,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Not reported,False,FactsThisStudy_5,False,urn:ontocast:facts:FactsThisStudy_5,False
153,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1dfb91166b11.ttl,1,0,191,176,True,1,True,2021,False,Fault detection,True,single-unit system,True,Maintainable item,False,Not reported,False,7,True,"sensors, reliability information, CM data, control policies, Remaining Life Distributions (RLDs), sensor data, training data",True,no,False,Multi model,True,"Predictive Maintenance Article, predictive maintenance module function, Predictive maintenance case, Predictive maintenance system module",True,"genetic algorithm, Distributionally Robust Chance Constrained (DRCC) formulation",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Keywords: Condition Monitoring,True,genetic algorithm,True,urn:ontocast:facts:Factsdoc5,False
154,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1dfe564c9a8c.ttl,2,1,171,156,True,1,True,2021,False,Remaining useful life estimation,True,critical equipment,True,Maintainable item,False,Not reported,False,7,True,"condition monitoring data, degradation signal, failure data, fracture length, valve opening time, Factsvar1_6, vibration",True,yes,True,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: Factsvar1_6,True,Factsarticle1_50,False,urn:ontocast:facts:Factsarticle1_50,False
155,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1e325e1b6ca0.ttl,1,0,195,179,True,1,True,2025,True,Fault detection,True,failure samples,True,Maintainable item,False,Not reported,False,3,True,"FactsheadLoadUnloadCycles, SMART indicators, SMART",True,yes,True,Multi model,True,"Fault detection, classification, Fault feature extraction, Algorithm",True,"HDFPM model, HDFPM, prediction models, Temporal CNN model, lookahead-window-constrained model, Hierarchical Perturbation Neural Network, Random Forest-based approach",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: Complexity-Ratio Dynamic Time Warping, fixed sliding time window",True,Factsarticle1_191,False,urn:ontocast:facts:Factsarticle1_191,False
156,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1e54a6d33b60.ttl,1,0,147,131,True,1,True,2021,False,Fault detection,True,dynamically loaded bearings,True,Maintainable item,False,Not reported,False,4,True,"FactsmagneticFluxVariationMeasurement1, FactspadThermalLoad1, FactsstrainGauge1, probes",True,yes,True,Single model,True,"Predictive maintenance case, Predictive maintenance system module, predictive maintenance module function",True,FactstestRig1_1,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: Factsinstallation1, FactsrockerBackPivot1",True,The scope of this work,True,urn:ontocast:facts:Factsarticle1_146,False
157,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1e7646977023.ttl,1,0,122,106,True,1,True,2021,False,Health modelling,True,industrial equipment,True,Maintainable item,False,Not reported,False,0,False,Not reported,False,no,False,Single model,True,"predictive maintenance module function, Descriptive Information Content Entity, Algorithm, Predictive maintenance system module",True,proposed method,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Not reported,False,A Hybrid Large-Kernel CNN and Markov Feature Framework for Remaining Useful Life Prediction,True,urn:ontocast:facts:Factsarticle1_98,False
158,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_1ef6273f524a.ttl,2,1,158,143,True,1,True,2026,True,Remaining useful life estimation,True,bridge damage,True,Maintainable item,False,Not reported,False,0,False,Not reported,False,no,False,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Keywords: inverse gamma priors,True,Equipment Reliability Modeling and Remaining Useful Life Prediction Based on Bayesian Small-Sample Methods,True,urn:ontocast:facts:Factsarticle1_150,False
159,extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_200b31896355.ttl,1,0,214,198,True,1,True,2021,False,Fault detection,True,DC motor,True,Maintainable item,False,Not reported,False,5,True,"voltage, environmental data, temperature, current, vibration",True,yes,True,Single model,True,"Fault detection, predictive maintenance module function, Remaining useful life estimation, Predictive maintenance system module, Fault identification, clustering, regression, Health assessment, Health modelling, sequential pattern discovery, association discovery, classification, Fault feature extraction",True,Fault detection,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Keywords: Predictive maintenance; Design details: Factsdetail1_30, real-time data collection",True,Factsarticle1_192,False,urn:ontocast:facts:Factsarticle1_192,False
