query_index,normalized_task,normalized_case_study_type,normalized_case_study,normalized_online_offline,normalized_input_for_model,normalized_input_type,active__normalized_task,active__normalized_case_study_type,active__normalized_case_study,active__normalized_online_offline,active__normalized_input_for_model,active__normalized_input_type,active_content_fields,active_beyond_task,query_information_pattern
731,Remaining useful life estimation,,composite insulators,,,"lack of in-depth research on the comprehensive analysis of multiple functional groups, spectral features, HC1, hydrophobicity, FactssampleCount, Shore A hardness, Factsvar3_4",True,False,True,False,False,True,3,2,task+case_study+input_type
732,Remaining useful life estimation,,Emergency Drive Control Unit,,,"failure rate, year",True,False,True,False,False,True,3,2,task+case_study+input_type
733,Fault detection,,industrial motors,,,"FactsdataVar3, residual errors, FFT spectra, component temperatures, vibration intensity, sensor data, 100%",True,False,True,False,False,True,3,2,task+case_study+input_type
734,Fault detection,,engine,,,"acoustics, sensor signal, pressure, FactsshaftRotationFrequency, temperature, vibration",True,False,True,False,False,True,3,2,task+case_study+input_type
735,Fault detection,,gears,,,"crack expansion path, damage features, sensor data",True,False,True,False,False,True,3,2,task+case_study+input_type
736,Fault detection,,machines,,,"historical equipment data, sensor data",True,False,True,False,False,True,3,2,task+case_study+input_type
737,Health assessment,,,,,"blade asynchronous vibration parameters, sampling frequency, signal parameters",True,False,False,False,False,True,2,1,task+input_type
738,Fault detection,,rotating ring,,,"FactsabrasiveParticleImpacts, acoustic emission, FactsadhesiveWear, FactsdryContact, fluid pressure, FactshighFrequencyAeSignals, rotational speed, running condition, temperature, vibration, wear",True,False,True,False,False,True,3,2,task+case_study+input_type
739,Remaining useful life estimation,,fuel cell,,,"threshold voltage Vth, FactsfeatureOnResistance, rated current",True,False,True,False,False,True,3,2,task+case_study+input_type
740,Health assessment,,Flexspline,,,"random variable, output state variable",True,False,True,False,False,True,3,2,task+case_study+input_type
741,Fault identification,,transformer,,,"FRA response curve, input voltage, inrush current, magnitude, neutral current patterns, negative sequence line currents, on-load excitation currents, Park's vector modulus, phase angle, primary current measurements, RNSC, sequence components of current and voltage, symmetrical components, terminal parameters, turns ratio, zero sequence",True,False,True,False,False,True,3,2,task+case_study+input_type
742,One step future state forecast,,,,,missing degradation samples,True,False,False,False,False,True,2,1,task+input_type
743,Health assessment,,MU-TCM,,,"external sensors, internal CNC signals, sensor fusion, tool condition monitoring",True,False,True,False,False,True,3,2,task+case_study+input_type
744,Multiple steps future state forecast,,solar array,,,"temperature telemetry data, non-stationary, multi-scale dynamics, pointwise attention, stationarity assumptions, multivariate telemetry parameters characterizing the thermal state of solar array",True,False,True,False,False,True,3,2,task+case_study+input_type
745,Fault detection,,SiC-based medium-voltage hybrid clamped converter,,,"Factsresult1, Factstopic6_1",True,False,True,False,False,True,3,2,task+case_study+input_type
746,One step future state forecast,,clean reference module,,,"PM concentration, ambient temperature, deposition velocity, FactsdesertProximity1, dust properties, hourly data, particle size, rainfall, relative humidity, seasonal patterns, tilt angle, environmental data, PM10",True,False,True,False,False,True,3,2,task+case_study+input_type
747,Remaining useful life estimation,,UAV BLDC motor,,,,True,False,True,False,False,False,2,1,task+case_study
748,Remaining useful life estimation,,maintainable item,,,data variable,True,False,True,False,False,True,3,2,task+case_study+input_type
749,One step future state forecast,,,,,,True,False,False,False,False,False,1,0,task
750,Health assessment,,CWP,,,"Factstdh1, temperatures of the bearings, temperatures of the electrical motor, vibrations in the main axial axis of the pump bearings",True,False,True,False,False,True,3,2,task+case_study+input_type
751,One step future state forecast,,,,,"3-axis accelerometer ADXL345, FactsairborneParticleConcentration, FactsambientHeatAccumulation, FactsmechanicalImbalance, FactsmechanicalStress, PMS5003 laser-based sensor, clamp-type current sensor SCT013, FactssensorInterruptions, DHT21 digital sensor, FactswindowBasedSmoothing",True,False,False,False,False,True,2,1,task+input_type
752,Fault detection,,,,,,True,False,False,False,False,False,1,0,task
753,One step future state forecast,,,,,,True,False,False,False,False,False,1,0,task
754,Remaining useful life estimation,,lithium-ion battery,,,LSTM,True,False,True,False,False,True,3,2,task+case_study+input_type
755,Remaining useful life estimation,,laboratory datasets,,,"global dependencies, intrinsic mode functions, local transient behaviors, multi-scale degradation features, vibration signal",True,False,True,False,False,True,3,2,task+case_study+input_type
756,Fault detection,,,,,costs,True,False,False,False,False,True,2,1,task+input_type
757,Health assessment,,tool wear,,,"features extracted from cyclostationarity analysis, cutting force, cutting temperature, Factsvalue1_19",True,False,True,False,False,True,3,2,task+case_study+input_type
758,Fault detection,,battery,,,"state of charge, state of health, temperature, voltage, Factsvar3_6",True,False,True,False,False,True,3,2,task+case_study+input_type
759,Fault detection,,,,,"single time-series, multi-source heterogeneous fusion, annotated training data, fault sample distributions, semantic attribute transfer, cross-domain feature alignment, multi-class attribute classifiers, tensor prototype alignment, uncertainty-aware dual meta-domain prototype learning, input pairing, Spiking Neural Networks, Cross-Attention Transformers, Mahalanobis distance metrics, multi-scale feature extraction, model ensemble, task homogeneity, multi-kernel channel attention encoders, flexible weight adaptation mechanism, Factsscarce_vibration_data1, average precision",True,False,False,False,False,True,2,1,task+input_type
760,Health assessment,,,,,"current signal, FactsdataFusion_1",True,False,False,False,False,True,2,1,task+input_type
761,Remaining useful life estimation,,lithium-ion batteries,,,"current-based techniques, diagnostic tests, health indicators, battery SOH estimation methods, load conditions, temperature, voltage-based techniques",True,False,True,False,False,True,3,2,task+case_study+input_type
762,Fault detection,,insulation system,,,"FactsdiscreteSinusoidalInterference, PD signals, FactsfreeSpacePropagationVelocity, FactspdPulsePropagationVelocity, FactstimeOfArrivalEstimation",True,False,True,False,False,True,3,2,task+case_study+input_type
763,One step future state forecast,,,,,,True,False,False,False,False,False,1,0,task
764,Fault detection,,machines,,,"machine interdependencies, temporal dependencies, Factsvar3_25, workflow optimization",True,False,True,False,False,True,3,2,task+case_study+input_type
765,Fault detection,,,,,"PV panel temperature, temperature distribution, Factsimpedance, FactsparallelCapacitance, FactsparallelResistance, FactstemperatureDistribution",True,False,False,False,False,True,2,1,task+input_type
766,Fault identification,,bearing systems,,,"multiple lubrication states, vibration signal, structural defect scenarios, Factsvar3_5",True,False,True,False,False,True,3,2,task+case_study+input_type
767,Health assessment,,gas turbine power plant,,,"health and performance insights, high-resolution data, historical maintenance records, real-time operational data",True,False,True,False,False,True,3,2,task+case_study+input_type
768,Fault identification,,,,,"FactslubricantHealth, output of TCN at time t in layer l, convolution kernel weights in TCN for layer l, final hidden state from LSTM, mean of latent variable distribution, latent variable sampled from encoder VAE, VAE training loss, Evidence Lower Bound, Kullback-Leibler divergence, health degradation, multivariate time series input, equipment maintenance and repair strategies, impending failures, trend component, residual component, key vector, attention dimension normalization factor, FactsviscosityTemperatureRelationships, FactswearParticleEvolution",True,False,False,False,False,True,2,1,task+input_type
769,Health assessment,,wheel-speed signals under real-world driving conditions,,,"road vehicle characteristics, hill grades, steering pad, dynamic operating environments, external noise, load fluctuations, changing road surfaces, non-stationary behavior, dynamic interactions between mechanical subsystems, multiple speeds, time-domain data",True,False,True,False,False,True,3,2,task+case_study+input_type
770,Fault detection,,ICE,,,,True,False,True,False,False,False,2,1,task+case_study
771,Fault detection,,battery,,,"battery, constant-current charging isovoltage rise time",True,False,True,False,False,True,3,2,task+case_study+input_type
772,Fault detection,,batteries,,,"real-time thermal failure data, FactssensorData_2, simulated sensor-based temperature readings",True,False,True,False,False,True,3,2,task+case_study+input_type
773,Fault detection,,engine oil,,,,True,False,True,False,False,False,2,1,task+case_study
774,Fault detection,,bearing,,,"real industrial data, log-Mel spectrogram frames, real-world idler data, acoustic signal, temperature signal",True,False,True,False,False,True,3,2,task+case_study+input_type
775,Fault detection,,,,,"FactshighRateSensors, current, drilling power signals",True,False,False,False,False,True,2,1,task+input_type
776,Fault identification,,OLTC,,,"dissolved gas analysis, structured features",True,False,True,False,False,True,3,2,task+case_study+input_type
777,Remaining useful life estimation,,,,,input size,True,False,False,False,False,True,2,1,task+input_type
778,Fault identification,,outer sheath,,,"deep learning algorithms, harmonic features, sheath current, sheath potential difference",True,False,True,False,False,True,3,2,task+case_study+input_type
779,Fault detection,,bearing,,,,True,False,True,False,False,False,2,1,task+case_study
780,Fault detection,,coupon,,,signal processing,True,False,True,False,False,True,3,2,task+case_study+input_type
781,Health assessment,,lubricating oil,,,"feature band selection, wear metal content",True,False,True,False,False,True,3,2,task+case_study+input_type
782,Fault feature extraction,,cutting tool,,,"acoustic emission, cutting forces, historical data, labeled datasets, motor current, physical quantities, real-time data, sound, temperature, images, vibration, wear features",True,False,True,False,False,True,3,2,task+case_study+input_type
783,Fault feature extraction,,PMSM with 1.0 kW power rating,,,"current data, vibration data",True,False,True,False,False,True,3,2,task+case_study+input_type
784,Remaining useful life estimation,,bearing,,,"FactsfeatureExtractedFromEmd, FactsfeatureSubsetOptimal, FactsfeatureTimeDomain",True,False,True,False,False,True,3,2,task+case_study+input_type
