query_index;facts_file;extracted_case_count;task;case_study_type;case_study;online_offline;input_for_model;input_type;normalization_notes;normalized_task;normalized_case_study_type;normalized_case_study;normalized_online_offline;normalized_input_for_model;normalized_input_type;top_k;pool_size
347;extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_7a3780152090.ttl;2;Fault detection;Maintainable item;subsea pipeline;Unknown synchronization;Not reported;Not reported;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported | input type dropped: Not reported;Fault detection;;subsea pipeline;;;;5;15
348;extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_7a6f8131a906.ttl;1;Fault detection;Maintainable item;spur gears;Unknown synchronization;Not reported;AE, wave amplitude;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Fault detection;;spur gears;;;AE, wave amplitude;5;15
349;extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_7abbed652c1a.ttl;1;Fault identification;Maintainable item;all-terrain crane boom;Unknown synchronization;Not reported;fault data, equivalent stresses, Factssimdata1;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Fault identification;;all-terrain crane boom;;;fault data, equivalent stresses, Factssimdata1;5;15
350;extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_7ac990669414.ttl;1;One step future state forecast;Maintainable item;aeroengine;Unknown synchronization;Not reported;FactsassemblyPreload, FactscylindricalInterferenceFit;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;One step future state forecast;;aeroengine;;;FactsassemblyPreload, FactscylindricalInterferenceFit;5;15
351;extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_7aca4ae45d7c.ttl;1;Fault detection;Maintainable item;Electric Parking Brake (EPB);Unknown synchronization;Not reported;non-linear time-series analysis;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Fault detection;;Electric Parking Brake (EPB);;;non-linear time-series analysis;5;15
352;extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_7aeb85c6cf0b.ttl;1;Health assessment;Maintainable item;grid-forming static var generator;Unknown synchronization;Not reported;Not reported;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported | input type dropped: Not reported;Health assessment;;grid-forming static var generator;;;;5;15
353;extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_7b7d5c4dd1ba.ttl;2;Fault identification;Maintainable item;condition monitoring;Unknown synchronization;Not reported;real operating behavior, signals extracted from machinery, Factstitle_1_6, vibration analysis, FactsvibrationSignals_4;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Fault identification;;condition monitoring;;;real operating behavior, signals extracted from machinery, Factstitle_1_6, vibration analysis, FactsvibrationSignals_4;5;15
354;extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_7b9bdbef320f.ttl;1;Health assessment;Maintainable item;LIB;Unknown synchronization;Not reported;historical capacity decline data, filtering, particles, rated capacity;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Health assessment;;LIB;;;historical capacity decline data, filtering, particles, rated capacity;5;15
355;extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_7ce8147528a3.ttl;1;Remaining useful life estimation;Maintainable item;residual current circuit breaker;Unknown synchronization;Not reported;Factsfact46_4;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported | input type dropped: Factsfact46_4;Remaining useful life estimation;;residual current circuit breaker;;;;5;15
356;extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_7d0c9939df48.ttl;1;Remaining useful life estimation;Maintainable item;CPs;Unknown synchronization;Not reported;healthy data;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Remaining useful life estimation;;CPs;;;healthy data;5;15
357;extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_7d5a793ede3b.ttl;3;Fault detection;Maintainable item;substation equipment;Unknown synchronization;Not reported;Factsmtf;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported | input type dropped: Factsmtf;Fault detection;;substation equipment;;;;5;15
358;extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_7da6df745dc5.ttl;1;Fault detection;Maintainable item;bearings;Unknown synchronization;Not reported;mode mixing, FactslowFrequencyBands, matrix pencil mean frequency, Factssignals;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Fault detection;;bearings;;;mode mixing, FactslowFrequencyBands, matrix pencil mean frequency, Factssignals;5;15
359;extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_7e88c7bdae86.ttl;1;Remaining useful life estimation;Maintainable item;NASA BP930 satellite battery;Unknown synchronization;Not reported;FactscyclingData;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported | input type dropped: FactscyclingData;Remaining useful life estimation;;NASA BP930 satellite battery;;;;5;15
360;extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_804c201052fc.ttl;1;Remaining useful life estimation;Maintainable item;battery;Unknown synchronization;Not reported;Factskeyword5_5;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported | input type dropped: Factskeyword5_5;Remaining useful life estimation;;battery;;;;5;15
361;extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_805197904a75.ttl;3;Remaining useful life estimation;Maintainable item;17-year serviced specimens;Unknown synchronization;Not reported;Not reported;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported | input type dropped: Not reported;Remaining useful life estimation;;17-year serviced specimens;;;;5;15
362;extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_8055849c5344.ttl;1;Remaining useful life estimation;Maintainable item;batteries;Unknown synchronization;Not reported;drift parameters, measurement errors, Factsvariable2_3;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Remaining useful life estimation;;batteries;;;drift parameters, measurement errors, Factsvariable2_3;5;15
363;extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_810133fe1e2a.ttl;1;Fault detection;Maintainable item;iron processing plant;Unknown synchronization;Not reported;Factsvar1_13;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported | input type dropped: Factsvar1_13;Fault detection;;iron processing plant;;;;5;15
364;extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_81284a6fcbce.ttl;1;Health assessment;Maintainable item;electric drive system;Unknown synchronization;Not reported;drive condition, road conditions;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Health assessment;;electric drive system;;;drive condition, road conditions;5;15
365;extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_81e786de9dfb.ttl;1;Fault detection;Maintainable item;stator;Unknown synchronization;Not reported;signal, labelled fault data, two-dimensional images, line voltages;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Fault detection;;stator;;;signal, labelled fault data, two-dimensional images, line voltages;5;15
366;extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_82116398e609.ttl;1;Fault detection;Maintainable item;BD system piping;Unknown synchronization;Not reported;Factsvariable_3;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported | input type dropped: Factsvariable_3;Fault detection;;BD system piping;;;;5;15
367;extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_825647eb95f3.ttl;1;Fault detection;Maintainable item;mini conveyor;Unknown synchronization;Not reported;peak-to-peak, wider feature set, slope sign change, wavelength, Willison amplitude, zero-crossing rate, Nyquist;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Fault detection;;mini conveyor;;;peak-to-peak, wider feature set, slope sign change, wavelength, Willison amplitude, zero-crossing rate, Nyquist;5;15
368;extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_8329bdcb4b52.ttl;1;Health modelling;Maintainable item;cranes;Unknown synchronization;Not reported;acoustic signals, LRD, noise, non-stationarity, self-similarity, vibration signals;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Health modelling;;cranes;;;acoustic signals, LRD, noise, non-stationarity, self-similarity, vibration signals;5;15
369;extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_834e768e64ba.ttl;1;Remaining useful life estimation;Maintainable item;ash;Unknown synchronization;Not reported;Not reported;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported | input type dropped: Not reported;Remaining useful life estimation;;ash;;;;5;15
370;extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_83891a4bc9b1.ttl;1;Health assessment;Maintainable item;baseplate;Unknown synchronization;Not reported;online, FactsthermalGradient1, Factsvcen1;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Health assessment;;baseplate;;;online, FactsthermalGradient1, Factsvcen1;5;15
371;extraction_papers\ontocast_runs\run_500_20260710_185042\output\facts_83d39a85d59f.ttl;1;Fault detection;Maintainable item;industrial machinery;Unknown synchronization;Not reported;Not reported;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported | input type dropped: Not reported;Fault detection;;industrial machinery;;;;5;15
